price,bedrooms,sqft_living,waterfront,condition,city,country
349950,5,2257,0,3,SeaTac,USA
267800,2,700,0,4,Shoreline,USA
234000,4,1630,0,4,Auburn,USA
740000,4,3430,0,3,Kirkland,USA
607500,5,2220,0,3,Seattle,USA
223000,3,1340,0,4,Auburn,USA
400000,2,980,0,4,Seattle,USA
802000,3,2580,0,3,Redmond,USA
253000,4,2230,0,3,Covington,USA
1058000,4,2290,0,4,Bellevue,USA
300000,3,1260,0,3,Seattle,USA
625000,4,1680,0,4,Redmond,USA
707000,4,3200,0,3,Sammamish,USA
950000,4,3320,0,3,Bellevue,USA
420000,4,3040,0,3,Auburn,USA
498000,4,2270,0,4,Kirkland,USA
450000,3,2910,0,3,Federal Way,USA
955000,5,2510,0,3,Mercer Island,USA
215000,2,1240,0,3,Tukwila,USA
437000,3,2580,0,3,Renton,USA
773000,3,2470,0,3,Issaquah,USA
1222500,4,4910,0,3,Sammamish,USA
256883,3,1690,0,3,Federal Way,USA
592500,4,2240,0,3,Sammamish,USA
252350,3,1650,0,3,Renton,USA
370000,4,2710,0,3,Auburn,USA
465750,3,1260,0,3,Bellevue,USA
185000,3,1150,0,3,Seattle,USA
582800,4,2550,0,3,Sammamish,USA
245000,3,1490,0,4,Kent,USA
302000,4,2020,0,4,Renton,USA
451555,2,1320,0,3,Seattle,USA
250000,3,1230,0,4,Renton,USA
255000,4,2070,0,3,Federal Way,USA
840000,4,2930,0,3,Seattle,USA
190000,3,1090,0,3,Federal Way,USA
349950,3,1400,0,3,Seattle,USA
613000,4,1550,0,3,Seattle,USA
300000,3,1220,0,4,Shoreline,USA
455000,3,1870,0,3,Kirkland,USA
335000,3,2150,0,3,Tukwila,USA
197500,3,980,0,3,Seattle,USA
412500,3,1490,0,4,Redmond,USA
395300,3,1120,0,3,Bellevue,USA
342400,3,1180,0,3,Kenmore,USA
749400,4,3240,0,3,Redmond,USA
316500,4,2150,0,4,Kent,USA
390000,3,2240,0,3,Kenmore,USA
225000,3,1400,0,3,Renton,USA
550000,3,1980,0,4,Redmond,USA
280000,3,1330,0,3,North Bend,USA
1255000,4,3200,0,3,Seattle,USA
575000,2,1490,0,3,Seattle,USA
1000000,5,3920,0,3,Bellevue,USA
585000,5,2000,0,4,Seattle,USA
620000,4,2680,0,3,Issaquah,USA
204700,4,1670,0,3,Auburn,USA
695000,4,3150,0,3,Sammamish,USA
689900,4,2740,0,3,Issaquah,USA
375000,4,1890,0,4,Shoreline,USA
475000,7,2870,0,3,Seattle,USA
215000,3,1160,0,4,Maple Valley,USA
2100000,4,3550,0,3,Medina,USA
790000,3,1790,0,3,Seattle,USA
350000,3,1680,0,4,Duvall,USA
695000,3,4560,0,4,Sammamish,USA
263000,3,1590,0,4,Federal Way,USA
400000,3,1630,0,5,Shoreline,USA
525000,3,2700,0,3,Woodinville,USA
349950,3,1700,0,3,Renton,USA
1085000,4,3740,0,3,Woodinville,USA
744000,4,1980,0,3,Seattle,USA
312500,2,880,0,3,Seattle,USA
240000,3,1400,0,3,Shoreline,USA
495000,4,2050,0,5,Seattle,USA
580050,3,2360,0,3,Seattle,USA
640000,4,2560,0,4,Seattle,USA
417000,3,1340,0,4,Bellevue,USA
174950,3,1060,0,5,Covington,USA
295000,3,850,0,3,Seattle,USA
423000,4,1880,0,3,Kirkland,USA
839000,3,1230,0,3,Bellevue,USA
343000,4,2290,0,3,Seattle,USA
467000,3,1660,0,5,Seattle,USA
512500,3,1840,0,4,Seattle,USA
575000,4,3020,0,3,Lake Forest Park,USA
465000,3,1410,0,3,Seattle,USA
270000,3,1010,0,3,Renton,USA
340000,3,1960,0,3,Seattle,USA
765000,5,3580,0,3,Issaquah,USA
497000,4,2240,0,3,Seattle,USA
803100,4,3310,0,3,Redmond,USA
344000,3,1232,0,3,Seattle,USA
828950,4,3930,0,3,Issaquah,USA
386380,3,1720,0,3,Redmond,USA
312000,3,1490,0,3,Seattle,USA
720000,3,3150,0,3,Fall City,USA
914500,4,3950,0,3,Sammamish,USA
819995,5,3030,0,3,Newcastle,USA
252700,2,1070,0,3,Kent,USA
437500,3,2320,0,3,North Bend,USA
350000,1,700,0,3,Seattle,USA
619000,3,2720,0,3,Snoqualmie,USA
408200,3,1800,0,4,Seattle,USA
451000,3,1560,0,3,Seattle,USA
317000,3,1760,0,5,Renton,USA
799000,4,3120,0,3,Seattle,USA
720000,2,2020,0,4,Seattle,USA
490000,3,1450,0,3,Seattle,USA
239900,4,1860,0,3,Federal Way,USA
446000,4,2270,0,3,Kirkland,USA
275000,3,1480,0,3,North Bend,USA
239950,5,1460,0,4,Tukwila,USA
248000,4,1850,0,3,Federal Way,USA
619500,3,2170,0,3,Issaquah,USA
363750,3,1726,0,4,Vashon,USA
385000,3,1180,0,4,Sammamish,USA
370000,4,1370,0,3,Kirkland,USA
425000,3,2670,0,4,Kent,USA
342000,3,1260,0,3,Seattle,USA
345000,4,1980,0,3,Renton,USA
724800,3,2050,0,3,Seattle,USA
725000,5,2830,0,3,Redmond,USA
605000,2,910,0,4,Seattle,USA
350000,4,2440,0,3,Maple Valley,USA
785000,3,2180,0,5,Seattle,USA
250000,3,1900,0,5,Maple Valley,USA
565000,3,1520,0,3,Seattle,USA
875000,3,2220,0,4,Seattle,USA
862500,4,3280,0,3,Woodinville,USA
400000,3,2740,0,3,Kent,USA
282613,2,830,0,4,Shoreline,USA
174500,2,1010,0,3,Des Moines,USA
306500,3,2060,0,4,Federal Way,USA
445000,3,1990,0,3,Woodinville,USA
433000,4,2280,0,4,Renton,USA
306000,3,1870,0,3,Kent,USA
620000,3,1720,0,4,Seattle,USA
245000,2,870,0,3,Seattle,USA
238000,3,1020,0,3,Seattle,USA
523000,3,1260,0,3,Seattle,USA
522500,3,2370,0,3,Snoqualmie,USA
180000,3,1000,0,3,Seattle,USA
375000,3,1100,0,3,Seattle,USA
249000,3,1440,0,3,Kent,USA
730100,4,3120,0,3,Issaquah,USA
551000,2,2260,0,3,Bothell,USA
375000,4,2790,0,3,Des Moines,USA
540000,1,1140,0,3,Seattle,USA
605000,3,1290,0,4,Seattle,USA
205000,5,1730,0,4,Covington,USA
645000,4,3160,0,3,Sammamish,USA
314000,4,2340,0,3,Maple Valley,USA
330000,3,1170,0,4,Bellevue,USA
490000,2,1160,0,4,Seattle,USA
445000,3,1970,0,3,Kenmore,USA
2000000,5,6490,0,4,Mercer Island,USA
377500,3,1410,0,3,Issaquah,USA
480000,4,2430,0,3,Snoqualmie,USA
804995,5,3360,0,3,Sammamish,USA
341000,3,1480,0,3,Seattle,USA
675000,5,3200,0,3,Snoqualmie,USA
611000,3,2134,0,3,Issaquah,USA
379950,3,1860,0,3,Shoreline,USA
1270000,4,5520,0,3,Bellevue,USA
500000,2,1310,0,3,Seattle,USA
410000,3,1700,0,3,Seattle,USA
415000,3,2480,0,3,Renton,USA
297000,5,1970,0,4,Enumclaw,USA
575550,4,2060,0,3,Redmond,USA
534640,3,2130,0,4,Woodinville,USA
352500,3,1410,0,3,Snoqualmie,USA
488000,2,1360,0,3,Seattle,USA
732000,3,1940,0,5,Bellevue,USA
215000,2,1610,0,4,Renton,USA
592500,2,1420,0,5,Seattle,USA
290000,4,1700,0,4,Kent,USA
475000,2,1490,0,3,Seattle,USA
320000,3,2680,0,3,Federal Way,USA
1216000,4,3190,0,5,Bellevue,USA
290000,5,2120,0,5,Renton,USA
487250,4,1690,0,3,Seattle,USA
339000,4,1830,0,3,Maple Valley,USA
440000,2,1010,0,5,Seattle,USA
366500,4,2070,0,5,Shoreline,USA
462000,3,1710,0,3,Seattle,USA
560000,4,1660,0,3,Seattle,USA
285000,4,2080,0,4,Seattle,USA
280000,3,1270,0,3,North Bend,USA
210000,3,1080,0,3,Seattle,USA
690000,3,1610,0,5,Seattle,USA
256500,2,1120,0,4,Vashon,USA
411000,4,2500,0,3,Seattle,USA
215000,3,970,0,4,Kent,USA
762000,5,3370,0,4,Seattle,USA
359950,3,1290,0,4,Auburn,USA
480000,4,3370,0,3,North Bend,USA
1405000,4,3410,0,3,Bellevue,USA
390000,4,2490,0,3,Auburn,USA
413500,2,770,0,5,Seattle,USA
285000,1,810,0,4,Kirkland,USA
475000,4,3060,0,4,Shoreline,USA
386591,3,1690,0,3,Issaquah,USA
524950,3,1890,0,3,Seattle,USA
241000,2,1470,0,3,Maple Valley,USA
461000,2,1060,0,3,Seattle,USA
810000,4,3480,0,3,Woodinville,USA
885000,4,2730,0,3,Seattle,USA
247000,3,1580,0,4,Federal Way,USA
296500,3,2170,0,4,Kent,USA
141800,2,930,0,4,Renton,USA
333000,4,1580,0,2,Seattle,USA
602000,5,3290,0,3,Redmond,USA
565000,4,2110,0,4,Issaquah,USA
373000,3,1670,0,3,Woodinville,USA
588000,3,2030,0,4,Redmond,USA
485000,3,1500,0,3,Seattle,USA
482500,3,1450,0,3,Seattle,USA
251200,4,1310,0,3,Des Moines,USA
869000,5,4180,0,4,Issaquah,USA
464000,3,1630,0,3,Woodinville,USA
755000,4,2660,0,3,Redmond,USA
280000,3,1720,0,3,Renton,USA
485000,2,1260,0,3,Seattle,USA
305000,3,1610,0,3,Renton,USA
110700,2,680,0,3,SeaTac,USA
850000,4,2640,0,3,Seattle,USA
350000,3,1640,0,4,Bellevue,USA
319950,4,2310,0,4,Renton,USA
700000,3,2010,0,5,Seattle,USA
368000,2,1660,0,5,Seattle,USA
433500,3,2200,0,3,Seattle,USA
611000,4,2460,0,3,Redmond,USA
1000000,2,2430,0,3,Shoreline,USA
307000,3,1370,0,3,Carnation,USA
442500,3,1800,0,3,Renton,USA
485000,3,2200,0,3,Des Moines,USA
367000,2,700,0,3,Seattle,USA
429000,3,1920,0,3,North Bend,USA
446000,5,2190,0,5,Kenmore,USA
572500,3,2030,0,4,Newcastle,USA
477000,3,1350,0,3,Seattle,USA
518000,3,1680,0,3,Seattle,USA
462000,5,1250,0,4,Bellevue,USA
1190000,4,2240,0,4,Seattle,USA
137000,3,950,0,3,Seattle,USA
530000,3,2320,0,3,Kirkland,USA
818000,2,2380,0,3,Redmond,USA
640000,2,1540,0,3,Seattle,USA
298450,5,2100,0,3,Federal Way,USA
575000,4,2500,0,3,Snoqualmie,USA
730000,4,3230,0,3,Sammamish,USA
551000,3,2830,0,3,Kenmore,USA
271310,2,870,0,2,Seattle,USA
675000,4,2690,0,3,Normandy Park,USA
479000,3,1260,0,3,Seattle,USA
520000,4,2680,0,3,Seattle,USA
599950,3,2660,0,3,Seattle,USA
483945,2,1480,0,4,Seattle,USA
390000,4,1770,0,4,Renton,USA
192500,2,950,0,3,Seattle,USA
330000,2,860,0,4,Seattle,USA
250000,4,1960,0,5,Kent,USA
243000,2,1770,0,4,Seattle,USA
575000,4,1280,0,3,Seattle,USA
639000,4,2150,0,4,Redmond,USA
710000,2,1790,0,4,Seattle,USA
675000,3,1990,0,4,Redmond,USA
405000,5,2430,0,3,Renton,USA
615000,4,2820,0,3,Bellevue,USA
490000,3,1910,0,4,Seattle,USA
467000,3,1270,0,3,Seattle,USA
480000,4,2050,0,4,Seattle,USA
755000,6,2150,0,3,Seattle,USA
760000,4,2450,0,4,Bellevue,USA
387000,2,1230,0,3,Seattle,USA
925000,4,2260,0,4,Kirkland,USA
415000,2,1050,0,4,Auburn,USA
263000,3,1570,0,3,Kent,USA
519900,4,1820,0,4,Redmond,USA
570000,2,1540,0,4,Seattle,USA
450000,3,2060,0,3,Woodinville,USA
1300000,4,4380,0,3,Redmond,USA
300000,3,1090,0,4,Redmond,USA
320000,3,1480,0,4,Renton,USA
387500,4,1320,0,3,Seattle,USA
458000,1,2140,0,3,Woodinville,USA
1212500,4,4560,0,3,Bellevue,USA
380000,4,2800,0,3,Maple Valley,USA
200000,3,1050,0,4,Renton,USA
385000,3,1490,0,4,Kenmore,USA
396675,2,1730,0,4,Seattle,USA
452000,4,1210,0,3,Seattle,USA
426000,4,2800,0,3,Maple Valley,USA
792000,3,1570,0,3,Seattle,USA
315000,3,1400,0,2,Auburn,USA
1275000,4,2850,0,4,Seattle,USA
326000,6,1880,0,4,Renton,USA
268500,2,790,0,4,Shoreline,USA
440000,2,1300,0,3,Seattle,USA
300000,3,2120,0,4,Renton,USA
525000,3,1540,0,3,Seattle,USA
978000,4,2620,0,4,Seattle,USA
1125000,6,2880,0,4,Seattle,USA
700000,4,1680,0,3,Seattle,USA
315000,2,790,0,3,Redmond,USA
309000,3,1092,0,3,Seattle,USA
219950,3,1650,0,3,Federal Way,USA
289000,3,2090,0,3,Covington,USA
210000,4,2180,0,3,SeaTac,USA
260000,4,1990,0,3,Federal Way,USA
699000,4,2650,0,3,Seattle,USA
1800000,4,4460,0,3,Medina,USA
299950,3,910,0,4,Shoreline,USA
749950,3,2770,0,3,Bellevue,USA
1100000,3,2390,0,5,Seattle,USA
555000,3,3050,0,4,Renton,USA
384000,3,1700,0,3,Snoqualmie,USA
499950,5,3200,0,3,Renton,USA
430000,3,1200,0,5,Seattle,USA
350000,4,2220,0,4,Maple Valley,USA
620000,3,2480,0,3,Redmond,USA
765000,4,2560,0,4,Redmond,USA
250000,4,2500,0,4,Kent,USA
376000,2,1150,0,3,Seattle,USA
475000,4,1650,0,4,Seattle,USA
120750,3,1140,0,4,Federal Way,USA
1690000,3,3400,0,5,Seattle,USA
330000,3,1180,0,4,Issaquah,USA
619500,3,1700,0,3,Seattle,USA
345000,3,1240,0,4,Bellevue,USA
598000,5,2890,0,3,Sammamish,USA
335000,3,1060,0,4,Kenmore,USA
372500,4,1590,0,4,Shoreline,USA
300000,6,2860,0,3,Auburn,USA
194000,1,820,0,3,Seattle,USA
507500,3,2020,0,3,Bellevue,USA
325000,4,1870,0,4,Kirkland,USA
329900,3,2170,0,3,Maple Valley,USA
329000,4,1600,0,3,Seattle,USA
494000,4,2090,0,4,Seattle,USA
206000,4,1700,0,3,Auburn,USA
423000,4,1940,0,4,Seattle,USA
259000,3,1320,0,4,Renton,USA
879950,4,3500,0,4,Seattle,USA
345600,5,2800,0,3,Seattle,USA
395000,3,1080,0,4,Seattle,USA
625000,4,3550,0,3,Snoqualmie,USA
439000,3,2010,0,3,Duvall,USA
380000,3,1690,0,3,Seattle,USA
440000,3,1270,0,3,Seattle,USA
415000,3,1970,0,3,Seattle,USA
860000,4,3160,0,3,Kirkland,USA
500000,3,1210,0,3,Seattle,USA
953007,4,3120,0,3,Seattle,USA
515000,4,2670,0,3,Renton,USA
772000,3,1640,0,3,Seattle,USA
329995,4,2303,0,3,Auburn,USA
409316,3,1800,0,3,Snoqualmie,USA
490000,5,4460,0,3,Seattle,USA
305000,2,1590,0,3,Seattle,USA
785000,4,3070,0,3,Issaquah,USA
240000,2,1330,0,3,SeaTac,USA
325000,3,990,0,4,Seattle,USA
535800,4,1900,0,3,Issaquah,USA
720000,3,2020,0,3,Seattle,USA
374000,3,2000,0,4,Kirkland,USA
189650,2,1100,0,3,Des Moines,USA
420850,1,960,0,5,Carnation,USA
815000,4,3488,0,3,Redmond,USA
1065000,2,1890,0,3,Bellevue,USA
199000,4,2030,0,3,Seattle,USA
195000,3,1380,0,3,Covington,USA
1506000,4,3660,0,3,Seattle,USA
288400,3,1870,0,3,Renton,USA
442000,4,2080,0,4,Sammamish,USA
619420,4,2450,0,4,Newcastle,USA
635000,4,2750,0,4,Seattle,USA
210000,3,1240,0,4,Seattle,USA
512500,3,1900,0,3,Kirkland,USA
567000,3,2540,0,3,Kirkland,USA
525000,3,2100,0,3,Snoqualmie Pass,USA
475000,4,1790,0,4,Seattle,USA
250000,3,1170,0,3,Auburn,USA
220000,3,1060,0,5,Enumclaw,USA
230000,5,1930,0,3,Seattle,USA
385500,3,1540,0,3,Bothell,USA
895000,5,2876,0,4,Mercer Island,USA
368250,3,2150,0,3,Sammamish,USA
249900,2,1140,0,3,Seattle,USA
350000,3,980,0,5,Kirkland,USA
175000,3,1230,0,4,Auburn,USA
270000,3,1390,0,3,Seattle,USA
495000,3,2380,0,3,Seattle,USA
1580000,3,3690,0,3,Kirkland,USA
542500,5,3010,0,5,Issaquah,USA
330000,3,1250,0,3,Woodinville,USA
1003000,4,2290,0,4,Seattle,USA
299800,2,790,0,4,Seattle,USA
299900,3,2720,0,3,Auburn,USA
691000,4,2550,0,3,Kirkland,USA
195000,2,1080,0,4,Des Moines,USA
405000,3,2470,0,4,Des Moines,USA
360000,2,850,0,5,Seattle,USA
256750,3,1990,0,3,Kent,USA
332500,3,1800,0,3,Maple Valley,USA
975000,5,4850,0,3,Bellevue,USA
218000,3,1020,0,3,Seattle,USA
429000,3,2420,0,3,Issaquah,USA
589000,4,2910,0,3,Snoqualmie,USA
255000,3,1060,0,3,Renton,USA
668750,4,2340,0,3,Shoreline,USA
344500,4,1800,0,3,Renton,USA
452000,4,1660,0,3,Seattle,USA
540000,3,1300,0,3,Redmond,USA
246000,3,1780,0,3,Seattle,USA
535000,2,1030,0,3,Seattle,USA
970000,4,2790,0,3,Shoreline,USA
430000,3,1150,0,5,Seattle,USA
520000,4,3290,0,3,Kenmore,USA
712000,4,3400,0,3,Ravensdale,USA
450000,2,1200,0,3,Seattle,USA
220000,4,2160,0,3,Pacific,USA
525000,3,1450,0,4,Seattle,USA
1220000,4,3240,0,3,Seattle,USA
540000,3,1470,0,3,Seattle,USA
600000,4,2360,0,3,Kirkland,USA
600000,3,2230,0,4,Bellevue,USA
625000,4,2630,0,3,Woodinville,USA
150000,3,1010,0,3,Carnation,USA
389999,3,1445,0,3,Issaquah,USA
285000,3,2380,0,3,Seattle,USA
744000,4,2830,0,3,Sammamish,USA
700000,4,3010,0,3,Redmond,USA
318989,4,2000,0,4,Federal Way,USA
556000,3,2020,0,3,Kirkland,USA
275000,3,2030,0,3,Maple Valley,USA
430000,3,2550,0,3,Shoreline,USA
300000,2,970,0,3,Seattle,USA
396450,3,1540,0,5,Issaquah,USA
225000,2,1396,0,3,Redmond,USA
700000,4,2780,0,3,Seattle,USA
260000,6,2220,0,3,Auburn,USA
655000,4,2350,0,3,Kirkland,USA
1185000,3,2760,0,5,Bellevue,USA
1550000,3,4460,0,3,Kirkland,USA
413800,3,1440,0,3,Redmond,USA
950000,5,5330,0,3,Issaquah,USA
334990,4,2220,0,3,Seattle,USA
2700000,5,5305,0,3,Kirkland,USA
1030000,3,3880,0,3,Kirkland,USA
1130000,4,3810,0,3,Kirkland,USA
556000,3,1960,0,3,Issaquah,USA
360000,3,1530,0,3,Seattle,USA
480000,4,3250,0,4,Kent,USA
324000,3,1750,0,3,Renton,USA
1050000,4,3440,0,3,Kirkland,USA
275000,1,1170,0,5,Enumclaw,USA
180000,3,870,0,3,Covington,USA
749000,4,2930,0,3,Sammamish,USA
1600000,3,3160,0,4,Bellevue,USA
373500,2,800,0,3,Seattle,USA
770000,4,2350,0,4,Bellevue,USA
356000,2,1060,0,3,Woodinville,USA
625000,3,2060,0,4,Redmond,USA
494400,2,1560,0,4,Seattle,USA
585000,4,3000,0,3,Renton,USA
926300,3,1660,0,3,Seattle,USA
600000,3,1650,0,5,Seattle,USA
430000,4,3220,0,3,Kent,USA
307000,3,2320,0,3,Duvall,USA
604700,4,2750,0,3,Des Moines,USA
219900,3,910,0,2,Seattle,USA
270000,2,840,0,3,Seattle,USA
432000,3,1470,0,3,Seattle,USA
300000,6,2040,0,4,Renton,USA
361000,3,1100,0,4,Des Moines,USA
249950,2,940,0,4,Burien,USA
320000,3,1110,0,5,North Bend,USA
305000,4,2200,0,5,Seattle,USA
503000,2,2860,1,3,Federal Way,USA
235750,2,740,0,2,Seattle,USA
657000,4,2740,0,3,Seattle,USA
385000,3,1250,0,4,Bellevue,USA
389950,4,3140,0,3,Federal Way,USA
150000,2,820,0,3,Seattle,USA
254500,4,2570,0,3,Auburn,USA
555000,4,2350,0,4,Bellevue,USA
1075000,4,3600,0,4,Bellevue,USA
245000,4,1580,0,3,Federal Way,USA
319950,2,1070,0,5,Seattle,USA
337000,3,1070,0,5,Seattle,USA
492000,4,1640,0,3,Seattle,USA
1170000,3,2890,0,4,Kirkland,USA
348580,3,1220,0,3,Kirkland,USA
180000,2,1400,0,3,Renton,USA
400000,3,1040,0,3,Seattle,USA
295000,4,980,0,5,North Bend,USA
910000,4,3340,0,3,Redmond,USA
1150000,6,6040,0,3,Issaquah,USA
431500,3,1900,0,3,Seattle,USA
180000,4,1740,0,3,SeaTac,USA
677000,3,2000,0,4,Seattle,USA
1180500,3,1610,0,3,Seattle,USA
635700,4,3240,0,3,Sammamish,USA
482000,5,2230,0,3,Woodinville,USA
168000,2,1160,0,3,Seattle,USA
805000,4,2410,0,5,Seattle,USA
398000,2,590,0,3,Black Diamond,USA
665000,4,2600,0,3,Newcastle,USA
592500,4,2170,0,4,Redmond,USA
940000,4,2080,0,3,Seattle,USA
655000,4,2860,0,3,Sammamish,USA
622500,4,2980,0,3,Snoqualmie,USA
380000,2,1230,0,3,Seattle,USA
648360,4,2260,0,4,Kirkland,USA
432000,3,2200,0,3,Redmond,USA
1050000,4,3030,0,4,Bellevue,USA
353250,2,1060,0,3,Seattle,USA
1000000,4,4260,0,3,Sammamish,USA
320000,3,998,0,3,Seattle,USA
349900,4,2052,0,3,Federal Way,USA
330000,4,3150,0,3,Kent,USA
408000,3,1950,0,4,SeaTac,USA
321000,3,1347,0,3,Seattle,USA
1051000,4,3860,0,3,Issaquah,USA
2150000,4,5060,0,3,Bellevue,USA
359000,3,1360,0,3,Seattle,USA
300000,5,2760,0,3,Seattle,USA
380000,5,2420,0,3,Seattle,USA
660000,3,2450,0,3,Redmond,USA
355000,3,1280,0,3,Seattle,USA
259000,3,1550,0,3,Auburn,USA
353000,1,550,0,3,Seattle,USA
430000,2,1520,0,3,Seattle,USA
460000,3,1670,0,4,Seattle,USA
80000,1,430,0,2,Carnation,USA
782000,4,2380,0,4,Bellevue,USA
218000,3,960,0,5,Enumclaw,USA
325000,3,1920,0,3,Seattle,USA
980000,4,3680,0,3,Seattle,USA
902000,4,2530,0,5,Bellevue,USA
556000,5,3840,0,3,Federal Way,USA
662990,3,1240,0,5,Seattle,USA
225000,2,1300,0,4,Ravensdale,USA
439950,4,2380,0,3,Renton,USA
175000,2,1300,0,5,Auburn,USA
306000,2,780,0,4,Woodinville,USA
235000,4,1810,0,3,Kent,USA
399500,3,2420,0,3,North Bend,USA
478000,3,1280,0,3,Seattle,USA
515000,2,1680,0,4,Seattle,USA
550000,3,2510,0,3,Renton,USA
149000,3,1700,0,3,Seattle,USA
526000,3,1680,0,3,Seattle,USA
527550,1,820,0,3,Snoqualmie,USA
1050000,3,4380,0,5,Redmond,USA
625000,3,2600,0,3,Sammamish,USA
950000,5,3400,0,3,Bellevue,USA
377691,5,2120,0,4,Shoreline,USA
648475,4,2250,0,3,Seattle,USA
383000,3,1800,0,4,Seattle,USA
535000,3,2210,0,3,Redmond,USA
449950,3,1560,0,3,Seattle,USA
465425,4,2430,0,3,Woodinville,USA
675000,4,2560,0,4,Sammamish,USA
599000,3,1960,0,5,Seattle,USA
416000,3,1110,0,4,Redmond,USA
595000,2,1030,0,3,Seattle,USA
200000,4,1350,0,3,Renton,USA
402000,3,1540,0,3,Issaquah,USA
433000,4,1830,0,4,Bellevue,USA
275000,4,1930,0,3,Federal Way,USA
410000,3,1650,0,3,Kirkland,USA
554820,4,3510,0,3,Burien,USA
1325000,4,3370,0,3,Seattle,USA
735000,3,2390,0,3,Redmond,USA
607000,3,1230,0,4,Bellevue,USA
549900,4,2830,0,4,Auburn,USA
258000,3,1620,0,3,Maple Valley,USA
661254,4,2290,0,5,Seattle,USA
945000,4,2840,0,3,Clyde Hill,USA
799950,4,4220,0,3,Auburn,USA
132500,3,1080,0,3,Auburn,USA
467100,3,1620,0,3,Redmond,USA
1610000,4,4390,0,3,Mercer Island,USA
641000,3,1620,0,5,Seattle,USA
350000,3,1010,0,4,Shoreline,USA
335000,4,1750,0,4,Renton,USA
900000,3,4080,0,3,Auburn,USA
440000,4,2560,0,4,Issaquah,USA
464600,3,1120,0,4,Seattle,USA
1200000,4,4740,0,3,Redmond,USA
300000,2,1340,0,3,Seattle,USA
670500,4,1590,0,3,Seattle,USA
552000,3,1430,0,4,Seattle,USA
244000,4,1450,0,3,Seattle,USA
788600,4,3500,0,3,Redmond,USA
445000,3,1630,0,3,Renton,USA
530000,4,1814,0,4,Seattle,USA
90000,2,580,0,3,Seattle,USA
585000,3,1670,0,3,Seattle,USA
498000,2,1140,0,3,Kirkland,USA
379000,2,800,0,3,Seattle,USA
462000,3,1300,0,5,Seattle,USA
388000,4,2440,0,3,Renton,USA
255000,3,1490,0,3,Kent,USA
665000,3,1800,0,4,Bellevue,USA
550000,3,1830,0,5,Bellevue,USA
606000,3,1500,0,3,Seattle,USA
334000,4,2210,0,4,Seattle,USA
360000,3,1270,0,3,Seattle,USA
235000,2,1140,0,3,Seattle,USA
580000,3,1620,0,3,Seattle,USA
355000,3,1220,0,3,Seattle,USA
375000,2,750,0,3,Seattle,USA
372000,4,1960,0,5,North Bend,USA
479000,3,1370,0,3,Seattle,USA
2000000,5,4580,1,3,Sammamish,USA
1680000,4,5584,0,3,Carnation,USA
501000,2,1010,0,5,Seattle,USA
245000,3,1260,0,3,Maple Valley,USA
496700,3,1740,0,4,Issaquah,USA
347000,4,2670,0,3,Auburn,USA
199000,2,720,0,5,Renton,USA
440500,3,2460,0,3,Snoqualmie,USA
820000,4,3670,0,3,Sammamish,USA
325000,4,2630,0,3,SeaTac,USA
195000,3,1570,0,3,Enumclaw,USA
675000,3,2980,0,3,Redmond,USA
295000,3,1560,0,3,Maple Valley,USA
355300,3,1620,0,5,Shoreline,USA
276000,3,1140,0,3,Seattle,USA
460000,2,2730,0,4,Duvall,USA
880000,3,2130,0,4,Woodinville,USA
370000,3,1780,0,3,Shoreline,USA
346000,4,2100,0,3,Renton,USA
172500,3,1140,0,3,Auburn,USA
379950,3,1690,0,4,Kenmore,USA
468000,2,1160,0,4,Seattle,USA
477000,4,1720,0,3,Seattle,USA
529000,3,1210,0,4,Seattle,USA
312000,3,1255,0,3,Seattle,USA
326100,2,880,0,3,Seattle,USA
360000,3,1050,0,3,Seattle,USA
438000,3,1650,0,4,Kenmore,USA
360000,3,1570,0,3,Shoreline,USA
1050000,4,2920,0,3,Seattle,USA
688000,4,3000,0,3,Seattle,USA
585000,3,1850,0,4,Issaquah,USA
265000,3,1440,0,4,Kent,USA
375000,3,1440,0,3,Kirkland,USA
326500,3,1810,0,3,Woodinville,USA
160000,2,1180,0,3,Seattle,USA
1570000,4,3070,0,5,Seattle,USA
735000,5,3390,0,3,Sammamish,USA
400000,2,1470,0,2,Seattle,USA
800000,4,2680,0,3,Kirkland,USA
949880,4,2290,0,3,Bellevue,USA
405000,3,1980,0,4,Shoreline,USA
399000,4,2870,0,3,Renton,USA
730001,3,1840,0,5,Seattle,USA
1795000,4,4060,0,3,Mercer Island,USA
260000,3,1630,0,3,Pacific,USA
751750,2,1880,0,3,Seattle,USA
325000,3,1780,0,4,Kent,USA
344950,4,2330,0,4,Kent,USA
457500,3,1840,0,5,Seattle,USA
389000,5,2330,0,4,Kenmore,USA
515000,4,3200,0,3,Renton,USA
732000,3,2330,0,3,Seattle,USA
415000,3,1950,0,3,Shoreline,USA
1655000,4,3080,0,3,Seattle,USA
535000,2,1040,0,3,Seattle,USA
540000,4,1960,0,3,Seattle,USA
525000,5,2750,0,5,Seattle,USA
570000,3,1930,0,3,Woodinville,USA
569950,5,4850,0,3,Federal Way,USA
283200,4,1982,0,3,Kent,USA
1100000,3,2640,0,5,Seattle,USA
830000,4,1850,0,3,Redmond,USA
495000,4,1940,0,4,Bellevue,USA
292050,5,2840,0,3,Tukwila,USA
415000,5,1900,0,3,Kirkland,USA
295832,5,1410,0,5,Des Moines,USA
