price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,sqft_basement,yr_built,city
700000,4,3.25,2780,2,0,0,3,0,2006,Seattle
260000,6,2,2220,1,0,0,3,0,1977,Auburn
655000,4,3.5,2350,2,0,3,3,680,1994,Kirkland
1185000,3,2.25,2760,2,0,0,5,0,1978,Bellevue
1550000,3,2.5,4460,2,0,0,3,0,1992,Kirkland
413800,3,2,1440,1,0,0,3,0,2007,Redmond
950000,5,3.75,5330,2,0,2,3,1760,2006,Issaquah
334990,4,2.5,2220,2,0,0,3,0,2014,Seattle
2700000,5,4.75,5305,2,0,2,3,1560,2005,Kirkland
1030000,3,4,3880,2,0,3,3,180,2009,Kirkland
1130000,4,3.25,3810,1,0,1,3,1130,2007,Kirkland
556000,3,3,1960,2,0,0,3,360,2007,Issaquah
360000,3,2.5,1530,3,0,0,3,0,2009,Seattle
480000,4,2.25,3250,2,0,0,4,0,1983,Kent
324000,3,2.5,1750,2,0,0,3,0,1994,Renton
1050000,4,3.25,3440,2,0,0,3,0,1983,Kirkland
275000,1,0.75,1170,1,0,0,5,290,1962,Enumclaw
180000,3,1,870,1,0,0,3,0,1969,Covington
749000,4,2.5,2930,2,0,0,3,0,1998,Sammamish
1600000,3,2.5,3160,1,0,2,4,1340,1966,Bellevue
373500,2,1,800,1,0,0,3,0,1918,Seattle
770000,4,2.5,2350,2,0,0,4,0,1987,Bellevue
356000,2,1.75,1060,1,0,0,3,0,1977,Woodinville
625000,3,1.75,2060,1,0,0,4,710,1984,Redmond
494400,2,1.75,1560,1,0,0,4,780,1904,Seattle
585000,4,1.75,3000,1,0,3,3,1500,1950,Renton
926300,3,1.5,1660,2,0,0,3,0,1907,Seattle
600000,3,1.75,1650,1,0,0,5,610,1908,Seattle
430000,4,3,3220,2,0,0,3,770,1990,Kent
307000,3,1.5,2320,1,0,0,3,0,1976,Duvall
604700,4,2.75,2750,1,0,3,3,1030,1981,Des Moines
219900,3,1,910,1,0,0,2,0,1956,Seattle
270000,2,1.5,840,2,0,0,3,0,2005,Seattle
432000,3,2.25,1470,2,0,0,3,380,2007,Seattle
300000,6,2,2040,1,0,0,4,0,1943,Renton
361000,3,1,1100,1.5,0,4,4,0,1922,Des Moines
249950,2,1,940,1,0,0,4,0,1959,Burien
320000,3,2,1110,1,0,0,5,0,1978,North Bend
305000,4,1.75,2200,1.5,0,0,5,800,1942,Seattle
503000,2,1.75,2860,1,1,4,3,1350,1948,Federal Way
235750,2,1,740,1,0,0,2,0,1938,Seattle
657000,4,1.75,2740,1,0,2,3,1370,1954,Seattle
385000,3,1,1250,1,0,0,4,0,1956,Bellevue
389950,4,2.5,3140,2,0,0,3,0,1991,Federal Way
150000,2,1,820,1,0,0,3,0,1954,Seattle
254500,4,2.75,2570,2,0,0,3,850,1998,Auburn
555000,4,2.25,2350,1,0,0,4,920,1977,Bellevue
1075000,4,3,3600,1,0,4,4,1500,1976,Bellevue
245000,4,2,1580,1,0,0,3,540,1967,Federal Way
319950,2,1,1070,1,0,2,5,0,1949,Seattle
337000,3,1,1070,1,0,0,5,0,1951,Seattle
492000,4,2,1640,2,0,0,3,0,1907,Seattle
1170000,3,2.75,2890,2,0,3,4,60,1987,Kirkland
348580,3,1,1220,1,0,0,3,0,1966,Kirkland
180000,2,1,1400,1,0,0,3,500,1922,Renton
400000,3,1,1040,1,0,0,3,0,1942,Seattle
295000,4,2,980,1,0,0,5,0,1978,North Bend
910000,4,3.25,3340,1.5,0,0,3,1100,1963,Redmond
1150000,6,4.5,6040,2,0,0,3,1940,1996,Issaquah
431500,3,3.5,1900,2,0,0,3,470,2008,Seattle
180000,4,1.5,1740,1,0,0,3,720,1962,SeaTac
677000,3,2,2000,1,0,0,4,900,1916,Seattle
1180500,3,1.75,1610,1,0,0,3,520,1973,Seattle
635700,4,2.5,3240,1,0,0,3,1380,1977,Sammamish
482000,5,2.25,2230,1,0,0,3,910,1978,Woodinville
168000,2,2.5,1160,2,0,0,3,0,1998,Seattle
805000,4,2.75,2410,1,0,0,5,1000,1950,Seattle
398000,2,1,590,1.5,0,0,3,0,1983,Black Diamond
665000,4,2.5,2600,2,0,0,3,0,1996,Newcastle
592500,4,3,2170,1,0,0,4,800,1968,Redmond
940000,4,2.75,2080,1.5,0,0,3,0,1912,Seattle
655000,4,2.5,2860,2,0,0,3,0,1999,Sammamish
622500,4,2.5,2980,2,0,0,3,0,2000,Snoqualmie
380000,2,2.5,1230,2,0,0,3,170,2011,Seattle
648360,4,1.75,2260,1,0,1,4,1130,1947,Kirkland
432000,3,2.75,2200,1,0,0,3,1100,1982,Redmond
1050000,4,2.5,3030,1.5,0,0,4,0,1988,Bellevue
353250,2,1,1060,2,0,0,3,0,1979,Seattle
1000000,4,3,4260,2,0,0,3,0,1996,Sammamish
320000,3,2.25,998,2,0,0,3,200,2007,Seattle
349900,4,2.5,2052,2,0,0,3,0,2014,Federal Way
330000,4,3.5,3150,2,0,0,3,0,2005,Kent
408000,3,2.25,1950,1,0,0,4,0,2006,SeaTac
321000,3,2.25,1347,3,0,0,3,0,2010,Seattle
1051000,4,3.75,3860,2.5,0,0,3,0,2007,Issaquah
2150000,4,5.5,5060,2,0,0,3,0,2008,Bellevue
359000,3,1.5,1360,3,0,0,3,0,2008,Seattle
300000,5,2.5,2760,2,0,0,3,0,2006,Seattle
380000,5,3.5,2420,2,0,0,3,0,2013,Seattle
660000,3,2.5,2450,2,0,0,3,0,2010,Redmond
355000,3,2.25,1280,3,0,0,3,0,2005,Seattle
259000,3,2.5,1550,2,0,0,3,0,2011,Auburn
353000,1,1,550,2,0,0,3,0,2008,Seattle
430000,2,2.5,1520,2,0,0,3,280,2007,Seattle
460000,3,1,1670,1.5,0,0,4,500,1939,Seattle
80000,1,0.75,430,1,0,0,2,0,1912,Carnation
782000,4,2.5,2380,2,0,0,4,0,1991,Bellevue
218000,3,1,960,1,0,0,5,0,1982,Enumclaw
325000,3,1,1920,1,0,2,3,800,1952,Seattle
980000,4,3,3680,1,0,3,3,1620,1967,Seattle
902000,4,2.25,2530,1,0,0,5,960,1976,Bellevue
556000,5,2.5,3840,2,0,0,3,0,1991,Federal Way
662990,3,1.75,1240,1.5,0,0,5,0,1926,Seattle
225000,2,1,1300,1.5,0,0,4,0,1975,Ravensdale
439950,4,2.5,2380,2,0,0,3,0,2002,Renton
175000,2,1,1300,1,0,0,5,0,1958,Auburn
306000,2,1,780,1,0,0,4,0,1946,Woodinville
235000,4,2.5,1810,1,0,0,3,580,1970,Kent
399500,3,1.75,2420,2,0,0,3,0,1911,North Bend
478000,3,1,1280,1.5,0,0,3,0,1910,Seattle
515000,2,1,1680,1,0,0,4,540,1941,Seattle
550000,3,2.5,2510,2,0,0,3,0,1992,Renton
149000,3,1,1700,1,0,0,3,0,1955,Seattle
526000,3,1.75,1680,1,0,0,3,720,1992,Seattle
527550,1,0.75,820,1,0,0,3,0,1999,Snoqualmie
1050000,3,4,4380,2,0,0,5,0,1983,Redmond
625000,3,2.5,2600,1,0,0,3,0,1984,Sammamish
950000,5,3.25,3400,2,0,0,3,0,1999,Bellevue
377691,5,1.75,2120,1,0,0,4,800,1942,Shoreline
648475,4,2.75,2250,1,0,0,3,1050,1951,Seattle
383000,3,1,1800,1,0,0,4,600,1942,Seattle
535000,3,2.5,2210,2,0,0,3,0,1994,Redmond
449950,3,2,1560,2,0,0,3,0,1923,Seattle
465425,4,2.75,2430,1,0,0,3,0,1967,Woodinville
675000,4,2.5,2560,2,0,0,4,0,1987,Sammamish
599000,3,2.75,1960,1.5,0,0,5,550,1926,Seattle
416000,3,1.5,1110,1,0,0,4,0,1963,Redmond
595000,2,1.5,1030,1,0,0,3,200,1924,Seattle
200000,4,1,1350,1,0,0,3,0,1966,Renton
402000,3,2,1540,2,0,0,3,0,2005,Issaquah
433000,4,1.75,1830,1,0,0,4,820,1966,Bellevue
275000,4,1.5,1930,2,0,0,3,0,1979,Federal Way
410000,3,2,1650,1.5,0,0,3,0,1983,Kirkland
554820,4,2,3510,1,0,2,3,1300,1965,Burien
1325000,4,3,3370,1,0,3,3,1510,1988,Seattle
735000,3,2.5,2390,2,0,0,3,0,1984,Redmond
607000,3,1,1230,1,0,0,4,0,1951,Bellevue
549900,4,3,2830,2,0,0,4,0,1987,Auburn
258000,3,1.75,1620,1,0,0,3,310,1988,Maple Valley
661254,4,4,2290,1.5,0,0,5,600,1940,Seattle
945000,4,2,2840,1,0,0,3,1420,1952,Clyde Hill
799950,4,3.5,4220,2,0,0,3,0,1993,Auburn
132500,3,1,1080,1,0,0,3,0,1967,Auburn
467100,3,1.75,1620,1,0,0,3,430,1973,Redmond
1610000,4,3.5,4390,2,0,3,3,1330,1990,Mercer Island
641000,3,1.75,1620,1,0,0,5,680,1926,Seattle
350000,3,1,1010,1,0,0,4,0,1947,Shoreline
335000,4,2.5,1750,1,0,0,4,510,1983,Renton
900000,3,3.5,4080,1.5,0,3,3,0,2000,Auburn
440000,4,2.5,2560,1,0,0,4,1280,1965,Issaquah
464600,3,1.75,1120,1.5,0,0,4,0,1925,Seattle
1200000,4,3.5,4740,2,0,0,3,0,2003,Redmond
300000,2,1,1340,1,0,2,3,0,1947,Seattle
670500,4,2,1590,1,0,0,3,0,1951,Seattle
552000,3,1,1430,1,0,0,4,350,1919,Seattle
244000,4,1,1450,1,0,0,3,0,1943,Seattle
788600,4,2.75,3500,2,0,0,3,0,2005,Redmond
445000,3,2,1630,1,0,0,3,0,1987,Renton
530000,4,1.75,1814,1,0,0,4,870,1951,Seattle
90000,2,1,580,1,0,0,3,0,1943,Seattle
585000,3,2,1670,1.5,0,0,3,0,1931,Seattle
498000,2,2,1140,1,0,0,3,0,1924,Kirkland
379000,2,1,800,1,0,2,3,0,1940,Seattle
462000,3,1.75,1300,1,0,0,5,480,1919,Seattle
388000,4,2.5,2440,2,0,0,3,0,1993,Renton
255000,3,2,1490,1.5,0,0,3,0,1984,Kent
665000,3,2.75,1800,1,0,0,4,480,1966,Bellevue
550000,3,2,1830,1,0,0,5,0,1959,Bellevue
606000,3,1,1500,1,0,0,3,500,1947,Seattle
334000,4,2.5,2210,1,0,2,4,800,1965,Seattle
360000,3,2,1270,3,0,0,3,0,2006,Seattle
235000,2,1,1140,1.5,0,0,3,130,2007,Seattle
580000,3,2.5,1620,3,0,4,3,150,2008,Seattle
355000,3,2,1220,3,0,0,3,0,2007,Seattle
375000,2,2.5,750,2,0,0,3,0,2006,Seattle
372000,4,1.75,1960,1,0,0,5,620,1979,North Bend
479000,3,1,1370,1.5,0,0,3,0,1924,Seattle
2000000,5,4,4580,3,1,4,3,0,2004,Sammamish
1680000,4,4.25,5584,2,0,0,3,0,1998,Carnation
501000,2,1,1010,1,0,0,5,0,1924,Seattle
245000,3,1.75,1260,1,0,0,3,0,1994,Maple Valley
496700,3,2.5,1740,2,0,0,4,0,1989,Issaquah
347000,4,1.5,2670,2,0,0,3,0,1996,Auburn
199000,2,1,720,1,0,0,5,0,1943,Renton
440500,3,2.5,2460,2,0,0,3,0,2007,Snoqualmie
820000,4,2.5,3670,2,0,0,3,0,2005,Sammamish
325000,4,3.5,2630,1.5,0,3,3,990,1984,SeaTac
195000,3,1.75,1570,1,0,0,3,0,1991,Enumclaw
675000,3,3,2980,1,0,0,3,1160,1981,Redmond
295000,3,2.5,1560,2,0,0,3,0,2003,Maple Valley
355300,3,2.5,1620,1,0,0,5,0,1955,Shoreline
276000,3,1,1140,1,0,0,3,0,1960,Seattle
460000,2,1.5,2730,1,0,0,4,1160,1976,Duvall
880000,3,2,2130,1,0,0,4,0,1989,Woodinville
370000,3,2.5,1780,2,0,0,3,0,2001,Shoreline
346000,4,2.5,2100,2,0,0,3,0,2009,Renton
172500,3,1,1140,1,0,0,3,0,1972,Auburn
379950,3,1.5,1690,1,0,0,4,550,1956,Kenmore
468000,2,1,1160,1,0,0,4,300,1942,Seattle
477000,4,2.75,1720,2,0,0,3,0,1978,Seattle
529000,3,1,1210,1.5,0,0,4,0,1924,Seattle
312000,3,1.5,1255,3,0,0,3,0,2004,Seattle
326100,2,1,880,1,0,0,3,0,1942,Seattle
360000,3,1,1050,1.5,0,0,3,0,1954,Seattle
438000,3,1.75,1650,1,0,0,4,0,1961,Kenmore
360000,3,1,1570,1,0,0,3,0,1954,Shoreline
1050000,4,2.5,2920,1,0,3,3,1450,1921,Seattle
688000,4,3,3000,1.5,0,3,3,1030,1913,Seattle
585000,3,1.75,1850,1,0,0,4,0,1983,Issaquah
265000,3,2.5,1440,1,0,0,4,440,1983,Kent
375000,3,1.75,1440,1,0,0,3,0,1973,Kirkland
326500,3,1,1810,2,0,0,3,0,1970,Woodinville
160000,2,1,1180,1,0,0,3,0,1918,Seattle
1570000,4,3.75,3070,2,0,0,5,670,1927,Seattle
735000,5,2.75,3390,2,0,0,3,0,2004,Sammamish
400000,2,1,1470,1,0,0,2,0,1940,Seattle
800000,4,2.5,2680,1,0,0,3,1300,1952,Kirkland
949880,4,2.25,2290,2,0,0,3,0,1978,Bellevue
405000,3,1.75,1980,1,0,0,4,670,1949,Shoreline
399000,4,2.5,2870,2,0,0,3,330,1979,Renton
730001,3,2,1840,1,0,0,5,830,1951,Seattle
1795000,4,3.25,4060,2,0,3,3,0,2000,Mercer Island
260000,3,2,1630,1,0,0,3,0,2003,Pacific
751750,2,2,1880,1.5,0,0,3,0,1902,Seattle
325000,3,1.75,1780,1,0,0,4,0,1983,Kent
344950,4,2,2330,1,0,0,4,930,1941,Kent
457500,3,1.75,1840,1,0,0,5,790,1925,Seattle
389000,5,2,2330,1,0,0,4,1140,1962,Kenmore
515000,4,2.5,3200,2,0,0,3,0,2005,Renton
732000,3,2.5,2330,2,0,4,3,920,2004,Seattle
415000,3,2.25,1950,1,0,0,3,600,1964,Shoreline
1655000,4,3.5,3080,2,0,3,3,780,1937,Seattle
535000,2,1,1040,1,0,0,3,0,1951,Seattle
540000,4,4.25,1960,2,0,0,3,0,1940,Seattle
525000,5,3,2750,1.5,0,0,5,1000,1926,Seattle
570000,3,1.75,1930,1,0,0,3,0,1977,Woodinville
569950,5,4.5,4850,2,0,0,3,0,2001,Federal Way
283200,4,2.5,1982,2,0,0,3,0,2004,Kent
1100000,3,2.75,2640,1.5,0,0,5,890,1926,Seattle
830000,4,2.5,1850,1,0,0,3,420,1978,Redmond
495000,4,2.25,1940,1,0,0,4,510,1956,Bellevue
292050,5,3,2840,1,0,0,3,1130,2003,Tukwila
415000,5,1.5,1900,1,0,0,3,770,1961,Kirkland
295832,5,1,1410,1,0,0,5,450,1955,Des Moines
450000,4,2.5,2520,2,0,0,3,0,1999,Duvall
1381000,4,3.75,3160,2.5,0,0,3,0,1997,Mercer Island
857000,4,3,3720,2,0,0,3,0,1991,Kirkland
499950,3,3.5,1820,2,0,0,3,390,2014,Seattle
465000,3,2,1560,1,0,0,5,0,1967,Kirkland
329000,3,1,1600,1,0,0,4,450,1964,Seattle
475000,3,2,1230,1,0,0,4,0,1984,Redmond
255000,3,1,960,1,0,0,3,0,1955,Shoreline
435000,3,1,1270,1.5,0,2,3,0,1928,Seattle
685000,3,2.5,2810,2,0,0,3,0,2001,Bellevue
715000,2,2.5,2160,1,0,0,3,0,2002,Redmond
780000,3,3,2520,1.5,0,0,3,960,1925,Seattle
345000,2,1.5,1180,2,0,0,3,190,2005,Seattle
355000,4,2.25,1810,2,0,0,3,0,2003,Renton
282000,3,2.5,1680,1,0,0,3,440,1994,Kent
244000,3,1,910,1,0,0,4,0,1971,Burien
967500,3,3.75,3250,2,0,2,4,880,1951,Seattle
375000,3,1.5,2000,1,0,0,3,480,1965,Seattle
1600000,3,3.25,3790,2,0,4,3,0,1985,Seattle
527500,3,1.75,2310,1,0,0,3,550,1977,Issaquah
994000,3,2.25,2510,1.5,0,2,5,700,1932,Seattle
313000,3,1.75,1320,1,0,0,5,0,1948,Shoreline
587000,3,2.25,2370,2,0,0,3,0,1979,Redmond
304000,3,1,900,1,0,0,4,0,1972,Kirkland
675000,3,2.5,2540,2,0,1,4,0,1940,Seattle
305000,4,1,2100,1,0,0,4,1050,1968,Renton
280000,3,1,1200,1,0,0,3,280,1943,Seattle
960000,5,4,3720,2,0,0,3,0,2005,Sammamish
500000,3,2.25,1760,2,0,0,3,0,1988,Issaquah
274950,3,1.75,1670,1,0,0,3,350,1987,Covington
455600,3,2.5,2420,2,0,0,3,0,1998,Snoqualmie
970000,5,3,3480,2,0,0,4,0,1964,Mercer Island
312900,4,2.5,1630,2,0,0,3,0,2003,Maple Valley
535000,4,2.5,2340,2,0,0,3,0,1921,Seattle
427000,2,1,920,1,0,0,3,0,1910,Seattle
405000,2,1,910,1,0,0,3,0,1942,Seattle
480000,3,1,1150,1,0,2,3,0,1943,Seattle
725000,3,1.5,2500,1.5,0,2,3,1050,1940,Seattle
293000,4,2.5,3250,1,0,2,3,0,1973,Auburn
268000,4,2,1930,1,0,0,4,900,1967,Burien
475000,4,3.5,3400,2,0,0,3,900,1991,Vashon
488000,3,2.5,1590,3,0,0,3,0,1985,Seattle
760000,4,2.5,3330,2,0,0,3,0,2009,Redmond
1710000,5,4.5,4590,2,0,0,3,0,2009,Kirkland
754950,3,2.5,2610,2,0,0,3,0,2014,Kirkland
263900,3,2.5,1658,2,0,0,3,0,2014,Des Moines
460000,3,3.5,1600,2,0,0,3,360,2006,Seattle
399950,3,3,1296,3,0,0,3,0,2009,Seattle
370000,2,2.25,1280,2,0,0,3,200,2009,Seattle
1149000,4,3,5940,2,0,4,3,990,2004,Snoqualmie
450800,4,3.25,2510,2,0,0,3,0,2009,Renton
627000,3,3.5,2710,2,0,0,3,1060,2005,Issaquah
495000,3,2.5,1750,3,0,0,3,0,2013,Seattle
310000,3,1,1430,1.5,0,0,4,0,1927,Kenmore
550000,4,1,1660,1,0,0,1,730,1933,Redmond
215000,2,1,1320,1,0,0,4,0,1943,Burien
799000,4,3,2580,2,0,0,3,0,1984,Redmond
630000,4,2.5,2740,2,0,0,3,0,1993,Woodinville
267000,3,2.5,2495,2,0,0,3,0,2007,Federal Way
900000,6,2.75,2300,1.5,0,0,4,0,1950,Mercer Island
365000,3,1.5,1300,1,0,0,3,0,1963,Kenmore
544500,4,2.5,2230,1,0,0,5,780,1974,Issaquah
599000,4,2.75,2020,1,0,0,3,1010,1917,Seattle
815000,4,2.25,2000,2,0,0,3,0,2001,Seattle
254000,2,1,1060,1,0,0,4,0,1952,Shoreline
740000,2,1.75,2080,1,0,0,5,1000,1923,Seattle
225000,3,2,2030,1,0,0,4,810,1979,Auburn
925000,3,2.5,2690,2,0,0,5,850,1943,Seattle
1285000,4,2.5,3240,1,0,0,3,980,1946,Seattle
537000,3,2.5,1550,2,0,0,5,0,1999,Kirkland
335000,4,2,1480,1,0,0,5,740,1910,Seattle
840000,4,2.75,3040,2,0,0,3,940,1906,Seattle
224000,3,1.5,1560,1,0,0,4,520,1964,Auburn
395000,3,2.5,2250,2,0,0,3,0,2006,Renton
450000,3,1,1100,1,0,0,3,0,1917,Seattle
681000,3,1,1700,1.5,0,0,3,0,1907,Seattle
898000,5,1.5,2680,1,0,0,4,1230,1963,Bellevue
370000,3,1,800,1,0,0,4,0,1908,Seattle
429000,2,1.75,1350,1,0,0,3,0,2005,Redmond
150000,3,1,820,1.5,0,0,3,0,1910,Seattle
555000,3,2.5,3160,2,0,0,3,510,2006,Bothell
326000,3,2.75,1720,1,0,0,4,0,1958,Renton
225000,3,2.5,1680,2,0,0,3,0,1994,Auburn
245100,3,1.75,1300,1,0,0,3,0,1996,Auburn
665000,3,2.5,2190,2,0,0,3,0,1987,Sammamish
535000,3,2.5,1720,2,0,0,3,0,1994,Issaquah
305000,3,1,1160,1,0,0,3,0,1968,Woodinville
999000,7,4,3150,1,0,0,3,0,1957,Bellevue
215000,3,1.75,1210,1,0,0,4,0,1983,Pacific
432500,3,1.75,1980,1,0,0,3,710,1965,Seattle
655000,4,2.5,2990,2,0,0,3,0,2003,Sammamish
266200,3,1.5,1430,1,0,0,4,0,1966,Renton
244615,3,2.5,2060,2,0,0,3,0,1999,Kent
460000,4,3,2230,2,0,0,3,0,1991,Kent
370000,4,2.5,3090,2,0,0,3,0,1995,Federal Way
465000,6,3.25,4250,1,0,3,3,2100,1967,Federal Way
1175000,3,2.5,1970,1,1,4,3,870,1937,Seattle
189000,2,2,1700,1,0,0,5,850,1927,Auburn
820000,3,2.5,2510,2,0,2,3,0,1995,Seattle
968000,6,2.75,3610,1,0,4,5,1540,1959,Sammamish
1400000,4,3.25,2980,2,0,3,3,840,1900,Seattle
438750,3,1.75,1610,1,0,0,4,0,1947,Seattle
1210000,4,2.75,3650,2,0,2,4,1120,1951,Seattle
600000,4,2,2510,1,0,0,3,0,1960,Kirkland
589000,3,1,1110,1.5,0,0,5,0,1932,Seattle
590000,3,2,1650,2,0,0,4,0,1926,Seattle
479900,3,2,1980,1,0,0,3,0,1994,Kent
210000,2,1.5,880,2,0,0,3,0,2007,Seattle
745000,3,1.75,1490,1,0,0,4,350,1947,Beaux Arts Village
840500,3,2,2520,1.5,0,0,4,1110,1906,Seattle
420000,3,1.75,1820,1,0,0,3,570,1977,Redmond
565000,7,4.5,4140,1,0,0,3,2070,1978,Seattle
840000,4,2.5,3420,2,0,0,3,0,2000,Sammamish
681716,4,2.5,3150,2,0,0,3,0,2006,Renton
600000,3,1.75,1580,1,0,0,3,430,1967,Bellevue
380000,3,2,1660,1,0,0,3,0,1949,Seattle
168500,3,1,1100,1,0,0,3,0,1969,Covington
355000,2,1,1270,1,0,0,4,310,1920,Seattle
277000,4,1,1450,1,0,0,3,460,1964,Seattle
236000,4,2.25,1830,1,0,0,4,630,1989,Federal Way
270000,3,1.75,1300,1,0,0,4,650,1918,Seattle
700000,2,1.75,2320,1.5,0,2,3,600,1925,Seattle
425000,4,2.75,1680,1,0,0,4,600,1979,Kenmore
635000,3,2.5,2300,1.5,0,0,4,300,1921,Seattle
510250,3,1.75,1400,1,0,0,3,530,1951,Seattle
960000,4,2.25,2410,2,0,2,5,610,1929,Seattle
254000,3,2,1480,1,0,0,4,0,1992,Maple Valley
299000,3,1,1390,1.5,0,0,4,0,1954,Shoreline
175000,2,1,830,1,0,0,3,0,1996,Maple Valley
157500,2,1,740,1,0,0,3,0,1949,Kent
580000,5,2,1940,1,0,0,5,970,1945,Seattle
124740,3,1,1340,1,0,0,4,0,1978,Kent
1970000,8,3.5,4440,2,0,3,5,1300,1959,Seattle
285000,2,1,800,1,0,0,3,0,1954,Seattle
242000,3,1.75,1310,1,0,0,3,0,1979,SeaTac
840000,4,1.75,2330,2,0,0,5,1030,1924,Seattle
474800,2,3.25,1400,3,0,0,3,0,2000,Seattle
490000,4,2.5,2360,2,0,0,3,0,2003,Woodinville
465000,3,2.25,1840,2,0,0,3,0,2003,Kirkland
515000,4,2.5,2680,2,0,0,3,0,2004,Snoqualmie
430000,3,3.75,3890,1,0,2,3,1500,1943,Seattle
253400,3,2,1400,1,0,0,5,0,1968,Federal Way
355000,3,2.5,2400,1,0,0,3,0,1990,Federal Way
740000,4,2.25,2920,2,0,0,4,0,1998,Fall City
186950,2,2,1390,2,0,0,3,0,1986,Federal Way
306000,3,2.5,1680,2,0,0,3,0,1984,Renton
510000,4,1.5,2040,1,0,0,4,1020,1961,Bellevue
345000,2,1,1080,1,0,0,3,0,1940,Seattle
875000,3,2.75,2280,1,0,0,5,1000,1917,Seattle
700000,4,3.5,4490,2,0,0,3,1100,2006,Snoqualmie
1400000,4,3.25,4700,1,0,4,3,2180,2005,Seattle
499950,4,2.5,2798,2,0,0,3,0,2012,Renton
739000,3,2.5,2810,2,0,0,3,0,2005,Redmond
363000,4,2.5,3753,2,0,0,3,417,2008,Federal Way
782000,4,3.5,3910,2,0,0,3,780,2007,Issaquah
325000,2,2.5,1050,2,0,0,3,0,2005,Seattle
485000,4,1,1600,1.5,0,0,4,0,1916,Seattle
452000,4,2.25,2590,1,0,0,4,1250,1968,Kenmore
264950,4,2.25,1720,1,0,0,4,600,1978,Federal Way
472000,6,2.5,4410,1,0,2,4,2060,1965,Federal Way
267500,3,1.75,1590,1,0,2,3,500,1957,SeaTac
565000,4,2.5,2440,2,0,0,3,0,1996,Redmond
535000,3,2.5,1360,3,0,0,3,50,2003,Seattle
389000,2,1,910,1,0,0,3,0,1952,Seattle
400000,4,1.5,1390,1,0,0,3,250,1965,Seattle
264000,3,1.5,1470,1,0,0,4,0,1958,Kent
690000,4,2.5,2920,2,0,0,4,0,1990,Issaquah
412000,3,1.75,1950,1,0,0,4,0,1985,Kent
695000,3,2.5,2390,2,0,0,3,0,2006,Sammamish
246500,3,1.5,1270,1,0,0,4,0,1964,Kent
230000,2,1,950,1,0,0,3,0,1958,Renton
302000,2,1,900,1,0,2,5,0,1925,Enumclaw
820000,4,2.25,2280,1.5,0,2,3,320,1940,Seattle
145000,3,1,1010,1,0,0,3,0,1954,SeaTac
436500,2,1,1260,1,0,0,3,220,1951,Seattle
2453500,4,3.5,4730,1.5,0,0,5,460,1935,Seattle
672000,3,2.5,2620,2,0,0,3,0,1992,Redmond
680000,3,2.25,2330,1.5,0,2,5,810,1927,Seattle
750500,5,3,2170,1.5,0,0,4,720,1911,Seattle
550000,5,2,2450,1,0,0,4,1210,1900,Seattle
266500,4,1.75,1880,1,0,0,4,700,1978,Federal Way
619000,4,2,2300,1.5,0,0,5,750,1915,Seattle
405000,3,2,1240,1,0,0,3,0,1988,Redmond
300000,2,1,820,1,0,0,4,0,1916,Seattle
231000,4,2,1530,2,0,0,3,0,1942,Renton
790000,5,3.25,2900,1,0,0,4,1010,1967,Bellevue
400000,4,2.75,1240,1,0,0,3,440,1987,Seattle
950000,4,3.5,4140,2,0,0,3,0,2000,Newcastle
450000,4,2,2240,1,0,0,5,1120,1956,Seattle
595000,3,2,1480,1,0,0,4,730,1928,Seattle
332000,3,2.25,2270,1,0,0,3,890,1977,Renton
155000,3,1,1250,1,0,0,2,220,1949,Seattle
400000,5,2,1930,1,0,0,4,910,1962,Kenmore
349000,4,1.75,1700,1,0,0,5,580,1981,Renton
529000,3,1,1590,1,0,0,3,0,1944,Seattle
405000,5,1.75,1880,1,0,0,3,920,1963,Kirkland
635200,4,1.75,1640,1,0,0,5,720,1921,Seattle
540000,3,1.5,2600,1,0,0,4,1200,1940,Seattle
402000,2,1,710,2,0,0,4,0,1943,Seattle
3100000,6,4.25,6980,3,0,4,4,1650,1999,Mercer Island
329932,3,1.5,1460,1,0,0,3,360,1971,Seattle
300000,3,2.5,2080,2,0,0,3,0,1989,Federal Way
525000,5,2.5,2630,2,0,0,3,0,2003,Duvall
2750000,4,3.25,4430,2,0,0,3,0,1952,Medina
602500,4,2.5,2760,2,0,0,3,0,1999,Newcastle
400000,4,2,1670,1,0,0,3,0,1955,Kenmore
445000,4,1.75,1990,1.5,0,0,4,800,1944,Seattle
525000,3,3,2600,1.5,0,3,3,710,1989,Des Moines
395000,2,1,1320,1.5,0,0,4,0,1909,Seattle
510000,3,1.5,2240,2,0,0,3,870,1929,Seattle
723000,4,2.25,1960,1,0,0,4,670,1959,Bellevue
503000,3,2,2590,2,0,0,3,610,1988,Maple Valley
672500,4,2.75,2620,2,0,0,3,0,2000,Sammamish
860000,3,2.5,2770,2,0,0,3,0,1991,Bellevue
475300,3,1,2110,1,0,0,5,1000,1924,Kirkland
295000,4,2.5,2290,2,0,0,3,0,2001,Renton
1425000,4,4.25,4960,2.5,0,0,3,1280,1909,Seattle
250000,2,1,1110,1,0,0,3,0,1951,SeaTac
658000,4,2.75,3310,2,0,0,3,0,2008,Snoqualmie
83000,2,1,900,1,0,0,3,0,1918,Tukwila
685000,3,1.75,1940,1,0,1,4,500,1960,Seattle
