price,bedrooms,sqft_living,waterfront,condition,city
342000,3,1260,0,3,Seattle
345000,4,1980,0,3,Renton
724800,3,2050,0,3,Seattle
725000,5,2830,0,3,Redmond
605000,2,910,0,4,Seattle
350000,4,2440,0,3,Maple Valley
785000,3,2180,0,5,Seattle
250000,3,1900,0,5,Maple Valley
565000,3,1520,0,3,Seattle
875000,3,2220,0,4,Seattle
862500,4,3280,0,3,Woodinville
400000,3,2740,0,3,Kent
282613,2,830,0,4,Shoreline
174500,2,1010,0,3,Des Moines
306500,3,2060,0,4,Federal Way
445000,3,1990,0,3,Woodinville
433000,4,2280,0,4,Renton
306000,3,1870,0,3,Kent
620000,3,1720,0,4,Seattle
245000,2,870,0,3,Seattle
238000,3,1020,0,3,Seattle
523000,3,1260,0,3,Seattle
522500,3,2370,0,3,Snoqualmie
180000,3,1000,0,3,Seattle
375000,3,1100,0,3,Seattle
249000,3,1440,0,3,Kent
730100,4,3120,0,3,Issaquah
551000,2,2260,0,3,Bothell
375000,4,2790,0,3,Des Moines
540000,1,1140,0,3,Seattle
605000,3,1290,0,4,Seattle
205000,5,1730,0,4,Covington
645000,4,3160,0,3,Sammamish
314000,4,2340,0,3,Maple Valley
330000,3,1170,0,4,Bellevue
490000,2,1160,0,4,Seattle
445000,3,1970,0,3,Kenmore
2000000,5,6490,0,4,Mercer Island
377500,3,1410,0,3,Issaquah
480000,4,2430,0,3,Snoqualmie
804995,5,3360,0,3,Sammamish
341000,3,1480,0,3,Seattle
675000,5,3200,0,3,Snoqualmie
611000,3,2134,0,3,Issaquah
379950,3,1860,0,3,Shoreline
1270000,4,5520,0,3,Bellevue
500000,2,1310,0,3,Seattle
410000,3,1700,0,3,Seattle
415000,3,2480,0,3,Renton
297000,5,1970,0,4,Enumclaw
575550,4,2060,0,3,Redmond
534640,3,2130,0,4,Woodinville
352500,3,1410,0,3,Snoqualmie
488000,2,1360,0,3,Seattle
732000,3,1940,0,5,Bellevue
215000,2,1610,0,4,Renton
592500,2,1420,0,5,Seattle
290000,4,1700,0,4,Kent
475000,2,1490,0,3,Seattle
320000,3,2680,0,3,Federal Way
1216000,4,3190,0,5,Bellevue
290000,5,2120,0,5,Renton
487250,4,1690,0,3,Seattle
339000,4,1830,0,3,Maple Valley
440000,2,1010,0,5,Seattle
366500,4,2070,0,5,Shoreline
462000,3,1710,0,3,Seattle
560000,4,1660,0,3,Seattle
285000,4,2080,0,4,Seattle
280000,3,1270,0,3,North Bend
210000,3,1080,0,3,Seattle
690000,3,1610,0,5,Seattle
256500,2,1120,0,4,Vashon
411000,4,2500,0,3,Seattle
215000,3,970,0,4,Kent
762000,5,3370,0,4,Seattle
359950,3,1290,0,4,Auburn
480000,4,3370,0,3,North Bend
1405000,4,3410,0,3,Bellevue
390000,4,2490,0,3,Auburn
413500,2,770,0,5,Seattle
285000,1,810,0,4,Kirkland
475000,4,3060,0,4,Shoreline
386591,3,1690,0,3,Issaquah
524950,3,1890,0,3,Seattle
241000,2,1470,0,3,Maple Valley
461000,2,1060,0,3,Seattle
810000,4,3480,0,3,Woodinville
885000,4,2730,0,3,Seattle
247000,3,1580,0,4,Federal Way
296500,3,2170,0,4,Kent
141800,2,930,0,4,Renton
333000,4,1580,0,2,Seattle
602000,5,3290,0,3,Redmond
565000,4,2110,0,4,Issaquah
373000,3,1670,0,3,Woodinville
588000,3,2030,0,4,Redmond
485000,3,1500,0,3,Seattle
482500,3,1450,0,3,Seattle
251200,4,1310,0,3,Des Moines
869000,5,4180,0,4,Issaquah
464000,3,1630,0,3,Woodinville
755000,4,2660,0,3,Redmond
280000,3,1720,0,3,Renton
485000,2,1260,0,3,Seattle
305000,3,1610,0,3,Renton
110700,2,680,0,3,SeaTac
850000,4,2640,0,3,Seattle
350000,3,1640,0,4,Bellevue
319950,4,2310,0,4,Renton
700000,3,2010,0,5,Seattle
368000,2,1660,0,5,Seattle
433500,3,2200,0,3,Seattle
611000,4,2460,0,3,Redmond
1000000,2,2430,0,3,Shoreline
307000,3,1370,0,3,Carnation
442500,3,1800,0,3,Renton
485000,3,2200,0,3,Des Moines
367000,2,700,0,3,Seattle
429000,3,1920,0,3,North Bend
446000,5,2190,0,5,Kenmore
572500,3,2030,0,4,Newcastle
477000,3,1350,0,3,Seattle
518000,3,1680,0,3,Seattle
462000,5,1250,0,4,Bellevue
1190000,4,2240,0,4,Seattle
137000,3,950,0,3,Seattle
530000,3,2320,0,3,Kirkland
818000,2,2380,0,3,Redmond
640000,2,1540,0,3,Seattle
298450,5,2100,0,3,Federal Way
575000,4,2500,0,3,Snoqualmie
730000,4,3230,0,3,Sammamish
551000,3,2830,0,3,Kenmore
271310,2,870,0,2,Seattle
675000,4,2690,0,3,Normandy Park
479000,3,1260,0,3,Seattle
520000,4,2680,0,3,Seattle
599950,3,2660,0,3,Seattle
483945,2,1480,0,4,Seattle
390000,4,1770,0,4,Renton
192500,2,950,0,3,Seattle
330000,2,860,0,4,Seattle
250000,4,1960,0,5,Kent
243000,2,1770,0,4,Seattle
575000,4,1280,0,3,Seattle
639000,4,2150,0,4,Redmond
710000,2,1790,0,4,Seattle
675000,3,1990,0,4,Redmond
405000,5,2430,0,3,Renton
615000,4,2820,0,3,Bellevue
490000,3,1910,0,4,Seattle
467000,3,1270,0,3,Seattle
480000,4,2050,0,4,Seattle
755000,6,2150,0,3,Seattle
760000,4,2450,0,4,Bellevue
387000,2,1230,0,3,Seattle
925000,4,2260,0,4,Kirkland
415000,2,1050,0,4,Auburn
263000,3,1570,0,3,Kent
519900,4,1820,0,4,Redmond
570000,2,1540,0,4,Seattle
450000,3,2060,0,3,Woodinville
1300000,4,4380,0,3,Redmond
300000,3,1090,0,4,Redmond
320000,3,1480,0,4,Renton
387500,4,1320,0,3,Seattle
458000,1,2140,0,3,Woodinville
1212500,4,4560,0,3,Bellevue
380000,4,2800,0,3,Maple Valley
200000,3,1050,0,4,Renton
385000,3,1490,0,4,Kenmore
396675,2,1730,0,4,Seattle
452000,4,1210,0,3,Seattle
426000,4,2800,0,3,Maple Valley
792000,3,1570,0,3,Seattle
315000,3,1400,0,2,Auburn
1275000,4,2850,0,4,Seattle
326000,6,1880,0,4,Renton
268500,2,790,0,4,Shoreline
440000,2,1300,0,3,Seattle
300000,3,2120,0,4,Renton
525000,3,1540,0,3,Seattle
978000,4,2620,0,4,Seattle
1125000,6,2880,0,4,Seattle
700000,4,1680,0,3,Seattle
315000,2,790,0,3,Redmond
309000,3,1092,0,3,Seattle
219950,3,1650,0,3,Federal Way
289000,3,2090,0,3,Covington
210000,4,2180,0,3,SeaTac
260000,4,1990,0,3,Federal Way
699000,4,2650,0,3,Seattle
1800000,4,4460,0,3,Medina
299950,3,910,0,4,Shoreline
749950,3,2770,0,3,Bellevue
1100000,3,2390,0,5,Seattle
555000,3,3050,0,4,Renton
384000,3,1700,0,3,Snoqualmie
499950,5,3200,0,3,Renton
430000,3,1200,0,5,Seattle
350000,4,2220,0,4,Maple Valley
620000,3,2480,0,3,Redmond
765000,4,2560,0,4,Redmond
250000,4,2500,0,4,Kent
376000,2,1150,0,3,Seattle
475000,4,1650,0,4,Seattle
120750,3,1140,0,4,Federal Way
1690000,3,3400,0,5,Seattle
330000,3,1180,0,4,Issaquah
619500,3,1700,0,3,Seattle
345000,3,1240,0,4,Bellevue
598000,5,2890,0,3,Sammamish
335000,3,1060,0,4,Kenmore
372500,4,1590,0,4,Shoreline
300000,6,2860,0,3,Auburn
194000,1,820,0,3,Seattle
507500,3,2020,0,3,Bellevue
325000,4,1870,0,4,Kirkland
329900,3,2170,0,3,Maple Valley
329000,4,1600,0,3,Seattle
494000,4,2090,0,4,Seattle
206000,4,1700,0,3,Auburn
423000,4,1940,0,4,Seattle
259000,3,1320,0,4,Renton
879950,4,3500,0,4,Seattle
345600,5,2800,0,3,Seattle
395000,3,1080,0,4,Seattle
625000,4,3550,0,3,Snoqualmie
439000,3,2010,0,3,Duvall
380000,3,1690,0,3,Seattle
440000,3,1270,0,3,Seattle
415000,3,1970,0,3,Seattle
860000,4,3160,0,3,Kirkland
500000,3,1210,0,3,Seattle
953007,4,3120,0,3,Seattle
515000,4,2670,0,3,Renton
772000,3,1640,0,3,Seattle
329995,4,2303,0,3,Auburn
409316,3,1800,0,3,Snoqualmie
490000,5,4460,0,3,Seattle
305000,2,1590,0,3,Seattle
785000,4,3070,0,3,Issaquah
240000,2,1330,0,3,SeaTac
325000,3,990,0,4,Seattle
535800,4,1900,0,3,Issaquah
720000,3,2020,0,3,Seattle
374000,3,2000,0,4,Kirkland
189650,2,1100,0,3,Des Moines
420850,1,960,0,5,Carnation
815000,4,3488,0,3,Redmond
1065000,2,1890,0,3,Bellevue
199000,4,2030,0,3,Seattle
195000,3,1380,0,3,Covington
1506000,4,3660,0,3,Seattle
288400,3,1870,0,3,Renton
442000,4,2080,0,4,Sammamish
619420,4,2450,0,4,Newcastle
635000,4,2750,0,4,Seattle
210000,3,1240,0,4,Seattle
512500,3,1900,0,3,Kirkland
567000,3,2540,0,3,Kirkland
525000,3,2100,0,3,Snoqualmie Pass
475000,4,1790,0,4,Seattle
250000,3,1170,0,3,Auburn
220000,3,1060,0,5,Enumclaw
230000,5,1930,0,3,Seattle
385500,3,1540,0,3,Bothell
895000,5,2876,0,4,Mercer Island
368250,3,2150,0,3,Sammamish
249900,2,1140,0,3,Seattle
350000,3,980,0,5,Kirkland
175000,3,1230,0,4,Auburn
270000,3,1390,0,3,Seattle
495000,3,2380,0,3,Seattle
1580000,3,3690,0,3,Kirkland
542500,5,3010,0,5,Issaquah
330000,3,1250,0,3,Woodinville
1003000,4,2290,0,4,Seattle
299800,2,790,0,4,Seattle
299900,3,2720,0,3,Auburn
691000,4,2550,0,3,Kirkland
195000,2,1080,0,4,Des Moines
405000,3,2470,0,4,Des Moines
360000,2,850,0,5,Seattle
256750,3,1990,0,3,Kent
332500,3,1800,0,3,Maple Valley
975000,5,4850,0,3,Bellevue
218000,3,1020,0,3,Seattle
429000,3,2420,0,3,Issaquah
589000,4,2910,0,3,Snoqualmie
255000,3,1060,0,3,Renton
668750,4,2340,0,3,Shoreline
344500,4,1800,0,3,Renton
452000,4,1660,0,3,Seattle
540000,3,1300,0,3,Redmond
246000,3,1780,0,3,Seattle
535000,2,1030,0,3,Seattle
970000,4,2790,0,3,Shoreline
430000,3,1150,0,5,Seattle
520000,4,3290,0,3,Kenmore
712000,4,3400,0,3,Ravensdale
450000,2,1200,0,3,Seattle
220000,4,2160,0,3,Pacific
525000,3,1450,0,4,Seattle
1220000,4,3240,0,3,Seattle
540000,3,1470,0,3,Seattle
600000,4,2360,0,3,Kirkland
600000,3,2230,0,4,Bellevue
625000,4,2630,0,3,Woodinville
150000,3,1010,0,3,Carnation
389999,3,1445,0,3,Issaquah
285000,3,2380,0,3,Seattle
744000,4,2830,0,3,Sammamish
700000,4,3010,0,3,Redmond
318989,4,2000,0,4,Federal Way
556000,3,2020,0,3,Kirkland
275000,3,2030,0,3,Maple Valley
430000,3,2550,0,3,Shoreline
300000,2,970,0,3,Seattle
396450,3,1540,0,5,Issaquah
225000,2,1396,0,3,Redmond
700000,4,2780,0,3,Seattle
260000,6,2220,0,3,Auburn
655000,4,2350,0,3,Kirkland
1185000,3,2760,0,5,Bellevue
1550000,3,4460,0,3,Kirkland
413800,3,1440,0,3,Redmond
950000,5,5330,0,3,Issaquah
334990,4,2220,0,3,Seattle
2700000,5,5305,0,3,Kirkland
1030000,3,3880,0,3,Kirkland
1130000,4,3810,0,3,Kirkland
556000,3,1960,0,3,Issaquah
360000,3,1530,0,3,Seattle
480000,4,3250,0,4,Kent
324000,3,1750,0,3,Renton
1050000,4,3440,0,3,Kirkland
275000,1,1170,0,5,Enumclaw
180000,3,870,0,3,Covington
749000,4,2930,0,3,Sammamish
1600000,3,3160,0,4,Bellevue
373500,2,800,0,3,Seattle
770000,4,2350,0,4,Bellevue
356000,2,1060,0,3,Woodinville
625000,3,2060,0,4,Redmond
494400,2,1560,0,4,Seattle
585000,4,3000,0,3,Renton
926300,3,1660,0,3,Seattle
600000,3,1650,0,5,Seattle
430000,4,3220,0,3,Kent
307000,3,2320,0,3,Duvall
604700,4,2750,0,3,Des Moines
219900,3,910,0,2,Seattle
270000,2,840,0,3,Seattle
432000,3,1470,0,3,Seattle
300000,6,2040,0,4,Renton
361000,3,1100,0,4,Des Moines
249950,2,940,0,4,Burien
320000,3,1110,0,5,North Bend
305000,4,2200,0,5,Seattle
503000,2,2860,1,3,Federal Way
235750,2,740,0,2,Seattle
657000,4,2740,0,3,Seattle
385000,3,1250,0,4,Bellevue
389950,4,3140,0,3,Federal Way
150000,2,820,0,3,Seattle
254500,4,2570,0,3,Auburn
555000,4,2350,0,4,Bellevue
1075000,4,3600,0,4,Bellevue
245000,4,1580,0,3,Federal Way
319950,2,1070,0,5,Seattle
337000,3,1070,0,5,Seattle
492000,4,1640,0,3,Seattle
1170000,3,2890,0,4,Kirkland
348580,3,1220,0,3,Kirkland
180000,2,1400,0,3,Renton
400000,3,1040,0,3,Seattle
295000,4,980,0,5,North Bend
910000,4,3340,0,3,Redmond
1150000,6,6040,0,3,Issaquah
431500,3,1900,0,3,Seattle
180000,4,1740,0,3,SeaTac
677000,3,2000,0,4,Seattle
1180500,3,1610,0,3,Seattle
635700,4,3240,0,3,Sammamish
482000,5,2230,0,3,Woodinville
168000,2,1160,0,3,Seattle
805000,4,2410,0,5,Seattle
398000,2,590,0,3,Black Diamond
665000,4,2600,0,3,Newcastle
592500,4,2170,0,4,Redmond
940000,4,2080,0,3,Seattle
655000,4,2860,0,3,Sammamish
622500,4,2980,0,3,Snoqualmie
380000,2,1230,0,3,Seattle
648360,4,2260,0,4,Kirkland
432000,3,2200,0,3,Redmond
1050000,4,3030,0,4,Bellevue
353250,2,1060,0,3,Seattle
1000000,4,4260,0,3,Sammamish
320000,3,998,0,3,Seattle
349900,4,2052,0,3,Federal Way
330000,4,3150,0,3,Kent
408000,3,1950,0,4,SeaTac
321000,3,1347,0,3,Seattle
1051000,4,3860,0,3,Issaquah
2150000,4,5060,0,3,Bellevue
359000,3,1360,0,3,Seattle
300000,5,2760,0,3,Seattle
380000,5,2420,0,3,Seattle
660000,3,2450,0,3,Redmond
355000,3,1280,0,3,Seattle
259000,3,1550,0,3,Auburn
353000,1,550,0,3,Seattle
430000,2,1520,0,3,Seattle
460000,3,1670,0,4,Seattle
80000,1,430,0,2,Carnation
782000,4,2380,0,4,Bellevue
218000,3,960,0,5,Enumclaw
325000,3,1920,0,3,Seattle
980000,4,3680,0,3,Seattle
902000,4,2530,0,5,Bellevue
556000,5,3840,0,3,Federal Way
662990,3,1240,0,5,Seattle
225000,2,1300,0,4,Ravensdale
439950,4,2380,0,3,Renton
175000,2,1300,0,5,Auburn
306000,2,780,0,4,Woodinville
235000,4,1810,0,3,Kent
399500,3,2420,0,3,North Bend
478000,3,1280,0,3,Seattle
515000,2,1680,0,4,Seattle
550000,3,2510,0,3,Renton
149000,3,1700,0,3,Seattle
526000,3,1680,0,3,Seattle
527550,1,820,0,3,Snoqualmie
1050000,3,4380,0,5,Redmond
625000,3,2600,0,3,Sammamish
950000,5,3400,0,3,Bellevue
377691,5,2120,0,4,Shoreline
648475,4,2250,0,3,Seattle
383000,3,1800,0,4,Seattle
535000,3,2210,0,3,Redmond
449950,3,1560,0,3,Seattle
465425,4,2430,0,3,Woodinville
675000,4,2560,0,4,Sammamish
599000,3,1960,0,5,Seattle
416000,3,1110,0,4,Redmond
595000,2,1030,0,3,Seattle
200000,4,1350,0,3,Renton
402000,3,1540,0,3,Issaquah
433000,4,1830,0,4,Bellevue
275000,4,1930,0,3,Federal Way
410000,3,1650,0,3,Kirkland
554820,4,3510,0,3,Burien
1325000,4,3370,0,3,Seattle
735000,3,2390,0,3,Redmond
607000,3,1230,0,4,Bellevue
549900,4,2830,0,4,Auburn
258000,3,1620,0,3,Maple Valley
661254,4,2290,0,5,Seattle
945000,4,2840,0,3,Clyde Hill
799950,4,4220,0,3,Auburn
132500,3,1080,0,3,Auburn
467100,3,1620,0,3,Redmond
1610000,4,4390,0,3,Mercer Island
641000,3,1620,0,5,Seattle
350000,3,1010,0,4,Shoreline
335000,4,1750,0,4,Renton
900000,3,4080,0,3,Auburn
440000,4,2560,0,4,Issaquah
464600,3,1120,0,4,Seattle
1200000,4,4740,0,3,Redmond
300000,2,1340,0,3,Seattle
670500,4,1590,0,3,Seattle
552000,3,1430,0,4,Seattle
244000,4,1450,0,3,Seattle
788600,4,3500,0,3,Redmond
445000,3,1630,0,3,Renton
530000,4,1814,0,4,Seattle
90000,2,580,0,3,Seattle
585000,3,1670,0,3,Seattle
498000,2,1140,0,3,Kirkland
379000,2,800,0,3,Seattle
462000,3,1300,0,5,Seattle
388000,4,2440,0,3,Renton
255000,3,1490,0,3,Kent
665000,3,1800,0,4,Bellevue
550000,3,1830,0,5,Bellevue
606000,3,1500,0,3,Seattle
334000,4,2210,0,4,Seattle
360000,3,1270,0,3,Seattle
235000,2,1140,0,3,Seattle
580000,3,1620,0,3,Seattle
355000,3,1220,0,3,Seattle
375000,2,750,0,3,Seattle
372000,4,1960,0,5,North Bend
479000,3,1370,0,3,Seattle
2000000,5,4580,1,3,Sammamish
1680000,4,5584,0,3,Carnation
501000,2,1010,0,5,Seattle
245000,3,1260,0,3,Maple Valley
496700,3,1740,0,4,Issaquah
347000,4,2670,0,3,Auburn
199000,2,720,0,5,Renton
440500,3,2460,0,3,Snoqualmie
820000,4,3670,0,3,Sammamish
325000,4,2630,0,3,SeaTac
195000,3,1570,0,3,Enumclaw
675000,3,2980,0,3,Redmond
295000,3,1560,0,3,Maple Valley
355300,3,1620,0,5,Shoreline
276000,3,1140,0,3,Seattle
460000,2,2730,0,4,Duvall
880000,3,2130,0,4,Woodinville
370000,3,1780,0,3,Shoreline
346000,4,2100,0,3,Renton
172500,3,1140,0,3,Auburn
379950,3,1690,0,4,Kenmore
468000,2,1160,0,4,Seattle
477000,4,1720,0,3,Seattle
529000,3,1210,0,4,Seattle
312000,3,1255,0,3,Seattle
326100,2,880,0,3,Seattle
360000,3,1050,0,3,Seattle
438000,3,1650,0,4,Kenmore
360000,3,1570,0,3,Shoreline
1050000,4,2920,0,3,Seattle
688000,4,3000,0,3,Seattle
585000,3,1850,0,4,Issaquah
265000,3,1440,0,4,Kent
375000,3,1440,0,3,Kirkland
326500,3,1810,0,3,Woodinville
160000,2,1180,0,3,Seattle
1570000,4,3070,0,5,Seattle
735000,5,3390,0,3,Sammamish
400000,2,1470,0,2,Seattle
800000,4,2680,0,3,Kirkland
949880,4,2290,0,3,Bellevue
405000,3,1980,0,4,Shoreline
399000,4,2870,0,3,Renton
730001,3,1840,0,5,Seattle
1795000,4,4060,0,3,Mercer Island
260000,3,1630,0,3,Pacific
751750,2,1880,0,3,Seattle
325000,3,1780,0,4,Kent
344950,4,2330,0,4,Kent
457500,3,1840,0,5,Seattle
389000,5,2330,0,4,Kenmore
515000,4,3200,0,3,Renton
732000,3,2330,0,3,Seattle
415000,3,1950,0,3,Shoreline
1655000,4,3080,0,3,Seattle
535000,2,1040,0,3,Seattle
540000,4,1960,0,3,Seattle
525000,5,2750,0,5,Seattle
570000,3,1930,0,3,Woodinville
569950,5,4850,0,3,Federal Way
283200,4,1982,0,3,Kent
1100000,3,2640,0,5,Seattle
830000,4,1850,0,3,Redmond
495000,4,1940,0,4,Bellevue
292050,5,2840,0,3,Tukwila
415000,5,1900,0,3,Kirkland
295832,5,1410,0,5,Des Moines
450000,4,2520,0,3,Duvall
1381000,4,3160,0,3,Mercer Island
857000,4,3720,0,3,Kirkland
499950,3,1820,0,3,Seattle
465000,3,1560,0,5,Kirkland
329000,3,1600,0,4,Seattle
475000,3,1230,0,4,Redmond
255000,3,960,0,3,Shoreline
435000,3,1270,0,3,Seattle
685000,3,2810,0,3,Bellevue
715000,2,2160,0,3,Redmond
780000,3,2520,0,3,Seattle
345000,2,1180,0,3,Seattle
355000,4,1810,0,3,Renton
282000,3,1680,0,3,Kent
244000,3,910,0,4,Burien
967500,3,3250,0,4,Seattle
375000,3,2000,0,3,Seattle
1600000,3,3790,0,3,Seattle
527500,3,2310,0,3,Issaquah
994000,3,2510,0,5,Seattle
313000,3,1320,0,5,Shoreline
587000,3,2370,0,3,Redmond
304000,3,900,0,4,Kirkland
675000,3,2540,0,4,Seattle
305000,4,2100,0,4,Renton
280000,3,1200,0,3,Seattle
960000,5,3720,0,3,Sammamish
500000,3,1760,0,3,Issaquah
274950,3,1670,0,3,Covington
455600,3,2420,0,3,Snoqualmie
970000,5,3480,0,4,Mercer Island
312900,4,1630,0,3,Maple Valley
535000,4,2340,0,3,Seattle
427000,2,920,0,3,Seattle
405000,2,910,0,3,Seattle
480000,3,1150,0,3,Seattle
725000,3,2500,0,3,Seattle
293000,4,3250,0,3,Auburn
268000,4,1930,0,4,Burien
475000,4,3400,0,3,Vashon
488000,3,1590,0,3,Seattle
760000,4,3330,0,3,Redmond
1710000,5,4590,0,3,Kirkland
754950,3,2610,0,3,Kirkland
263900,3,1658,0,3,Des Moines
460000,3,1600,0,3,Seattle
399950,3,1296,0,3,Seattle
370000,2,1280,0,3,Seattle
1149000,4,5940,0,3,Snoqualmie
450800,4,2510,0,3,Renton
627000,3,2710,0,3,Issaquah
495000,3,1750,0,3,Seattle
310000,3,1430,0,4,Kenmore
550000,4,1660,0,1,Redmond
215000,2,1320,0,4,Burien
799000,4,2580,0,3,Redmond
630000,4,2740,0,3,Woodinville
267000,3,2495,0,3,Federal Way
900000,6,2300,0,4,Mercer Island
365000,3,1300,0,3,Kenmore
544500,4,2230,0,5,Issaquah
599000,4,2020,0,3,Seattle
815000,4,2000,0,3,Seattle
254000,2,1060,0,4,Shoreline
740000,2,2080,0,5,Seattle
225000,3,2030,0,4,Auburn
925000,3,2690,0,5,Seattle
1285000,4,3240,0,3,Seattle
537000,3,1550,0,5,Kirkland
335000,4,1480,0,5,Seattle
840000,4,3040,0,3,Seattle
224000,3,1560,0,4,Auburn
395000,3,2250,0,3,Renton
450000,3,1100,0,3,Seattle
681000,3,1700,0,3,Seattle
898000,5,2680,0,4,Bellevue
370000,3,800,0,4,Seattle
429000,2,1350,0,3,Redmond
150000,3,820,0,3,Seattle
555000,3,3160,0,3,Bothell
326000,3,1720,0,4,Renton
225000,3,1680,0,3,Auburn
245100,3,1300,0,3,Auburn
665000,3,2190,0,3,Sammamish
535000,3,1720,0,3,Issaquah
305000,3,1160,0,3,Woodinville
999000,7,3150,0,3,Bellevue
215000,3,1210,0,4,Pacific
432500,3,1980,0,3,Seattle
655000,4,2990,0,3,Sammamish
266200,3,1430,0,4,Renton
244615,3,2060,0,3,Kent
460000,4,2230,0,3,Kent
370000,4,3090,0,3,Federal Way
465000,6,4250,0,3,Federal Way
1175000,3,1970,1,3,Seattle
189000,2,1700,0,5,Auburn
820000,3,2510,0,3,Seattle
968000,6,3610,0,5,Sammamish
1400000,4,2980,0,3,Seattle
438750,3,1610,0,4,Seattle
1210000,4,3650,0,4,Seattle
600000,4,2510,0,3,Kirkland
589000,3,1110,0,5,Seattle
590000,3,1650,0,4,Seattle
479900,3,1980,0,3,Kent
210000,2,880,0,3,Seattle
745000,3,1490,0,4,Beaux Arts Village
840500,3,2520,0,4,Seattle
420000,3,1820,0,3,Redmond
565000,7,4140,0,3,Seattle
840000,4,3420,0,3,Sammamish
681716,4,3150,0,3,Renton
600000,3,1580,0,3,Bellevue
380000,3,1660,0,3,Seattle
168500,3,1100,0,3,Covington
355000,2,1270,0,4,Seattle
277000,4,1450,0,3,Seattle
236000,4,1830,0,4,Federal Way
270000,3,1300,0,4,Seattle
700000,2,2320,0,3,Seattle
425000,4,1680,0,4,Kenmore
635000,3,2300,0,4,Seattle
510250,3,1400,0,3,Seattle
960000,4,2410,0,5,Seattle
254000,3,1480,0,4,Maple Valley
299000,3,1390,0,4,Shoreline
175000,2,830,0,3,Maple Valley
157500,2,740,0,3,Kent
580000,5,1940,0,5,Seattle
124740,3,1340,0,4,Kent
1970000,8,4440,0,5,Seattle
285000,2,800,0,3,Seattle
242000,3,1310,0,3,SeaTac
840000,4,2330,0,5,Seattle
474800,2,1400,0,3,Seattle
490000,4,2360,0,3,Woodinville
465000,3,1840,0,3,Kirkland
515000,4,2680,0,3,Snoqualmie
430000,3,3890,0,3,Seattle
253400,3,1400,0,5,Federal Way
355000,3,2400,0,3,Federal Way
740000,4,2920,0,4,Fall City
186950,2,1390,0,3,Federal Way
306000,3,1680,0,3,Renton
510000,4,2040,0,4,Bellevue
345000,2,1080,0,3,Seattle
875000,3,2280,0,5,Seattle
700000,4,4490,0,3,Snoqualmie
1400000,4,4700,0,3,Seattle
499950,4,2798,0,3,Renton
739000,3,2810,0,3,Redmond
363000,4,3753,0,3,Federal Way
782000,4,3910,0,3,Issaquah
325000,2,1050,0,3,Seattle
485000,4,1600,0,4,Seattle
452000,4,2590,0,4,Kenmore
264950,4,1720,0,4,Federal Way
472000,6,4410,0,4,Federal Way
267500,3,1590,0,3,SeaTac
565000,4,2440,0,3,Redmond
535000,3,1360,0,3,Seattle
389000,2,910,0,3,Seattle
400000,4,1390,0,3,Seattle
264000,3,1470,0,4,Kent
690000,4,2920,0,4,Issaquah
412000,3,1950,0,4,Kent
695000,3,2390,0,3,Sammamish
246500,3,1270,0,4,Kent
230000,2,950,0,3,Renton
302000,2,900,0,5,Enumclaw
820000,4,2280,0,3,Seattle
145000,3,1010,0,3,SeaTac
436500,2,1260,0,3,Seattle
2453500,4,4730,0,5,Seattle
672000,3,2620,0,3,Redmond
680000,3,2330,0,5,Seattle
750500,5,2170,0,4,Seattle
550000,5,2450,0,4,Seattle
266500,4,1880,0,4,Federal Way
619000,4,2300,0,5,Seattle
405000,3,1240,0,3,Redmond
300000,2,820,0,4,Seattle
231000,4,1530,0,3,Renton
790000,5,2900,0,4,Bellevue
400000,4,1240,0,3,Seattle
950000,4,4140,0,3,Newcastle
450000,4,2240,0,5,Seattle
595000,3,1480,0,4,Seattle
332000,3,2270,0,3,Renton
155000,3,1250,0,2,Seattle
400000,5,1930,0,4,Kenmore
349000,4,1700,0,5,Renton
529000,3,1590,0,3,Seattle
405000,5,1880,0,3,Kirkland
635200,4,1640,0,5,Seattle
540000,3,2600,0,4,Seattle
402000,2,710,0,4,Seattle
3100000,6,6980,0,4,Mercer Island
329932,3,1460,0,3,Seattle
300000,3,2080,0,3,Federal Way
525000,5,2630,0,3,Duvall
2750000,4,4430,0,3,Medina
602500,4,2760,0,3,Newcastle
400000,4,1670,0,3,Kenmore
445000,4,1990,0,4,Seattle
525000,3,2600,0,3,Des Moines
395000,2,1320,0,4,Seattle
510000,3,2240,0,3,Seattle
723000,4,1960,0,4,Bellevue
503000,3,2590,0,3,Maple Valley
672500,4,2620,0,3,Sammamish
860000,3,2770,0,3,Bellevue
475300,3,2110,0,5,Kirkland
295000,4,2290,0,3,Renton
1425000,4,4960,0,3,Seattle
250000,2,1110,0,3,SeaTac
658000,4,3310,0,3,Snoqualmie
83000,2,900,0,3,Tukwila
685000,3,1940,0,4,Seattle
210000,3,1590,0,3,Des Moines
650880,3,2930,0,3,Snoqualmie
350000,4,2040,0,3,Seattle
305000,2,1000,0,3,Seattle
645000,3,1730,0,3,Seattle
385000,3,1220,0,3,Seattle
860000,3,3060,0,3,Bellevue
395000,4,2910,0,3,Covington
260000,3,1050,0,3,Burien
196440,3,1560,0,3,Algona
425000,3,1680,0,4,Seattle
2400000,4,4140,0,3,Clyde Hill
369000,3,1550,0,3,Seattle
1385000,6,5700,0,4,Bellevue
349900,3,2200,0,3,Renton
650000,2,1740,0,3,Seattle
299950,3,1210,0,3,Seattle
